element_id,svg_file_name,zone_name,element_type,axis_span,floor_level,panel_orientation,x_coord,y_coord,path_d_for_debug
9fd1e8c6f96df47a,Zone01.svg,Z01,GFRC,8-7,4th FLOOR,Vertical,1971.31435,770.856475,"M2011.5016,649.2868 L1931.1271,649.2868 L1931.1271,892.42615 L2011.5016,892.42615 z"
d684d116e7529e44,Zone01.svg,Z01,GFRC,8-7,4th FLOOR,Vertical,2053.70455,770.856475,"M2012.7614,892.42615 L2094.6477,892.42615 L2094.6477,649.2868 L2012.7614,649.2868 z"
f0ba22c715bba246,Zone01.svg,Z01,GFRC,10-9,3rd FLOOR,Horizontal,732.18553,934.62905,"M639.59106,893.6859 L824.78,893.6859 L824.78,975.5722 L639.59106,975.5722 z"
f32f13a691830cfe,Zone01.svg,Z01,GFRC,10-9,3rd FLOOR,Horizontal,948.2394300000001,934.62905,"M1070.439,893.6859 L826.03986,893.6859 L826.03986,975.5722 L1070.439,975.5722 z"
2da274be97af92f3,Zone01.svg,Z01,GFRC,9-8,3rd FLOOR,Horizontal,1439.55725,934.62905,"M1561.7568,893.6859 L1317.3577,893.6859 L1317.3577,975.5722 L1561.7568,975.5722 z"
b26e57cf4a7da5df,Zone01.svg,Z01,GFRC,8-7,3rd FLOOR,Horizontal,1685.21615,934.62905,"M1807.4158,893.6859 L1563.0165,893.6859 L1563.0165,975.5722 L1807.4158,975.5722 z"
03d421e9752d7d95,Zone01.svg,Z01,GFRC,8-7,3rd FLOOR,Horizontal,1930.87505,934.62905,"M2053.0747,893.6859 L1808.6754,893.6859 L1808.6754,975.5722 L2053.0747,975.5722 z"
4bcaa5e3f5bb223a,Zone01.svg,Z01,GFRC,7-8,3rd FLOOR,Horizontal,2176.53395,934.62905,"M2298.7334,893.6859 L2054.3345,893.6859 L2054.3345,975.5722 L2298.7334,975.5722 z"
d70b84659aa4777b,Zone01.svg,Z01,GFRC,9-8,3rd FLOOR,Horizontal,1193.8982999999998,934.62905,"M1316.0979,893.6859 L1071.6987,893.6859 L1071.6987,975.5722 L1316.0979,975.5722 z"
5653585c259e46d1,Zone01.svg,Z01,GFRC,7-8,3rd FLOOR,Horizontal,2392.5879,934.62905,"M2485.1824,893.6859 L2299.9934,893.6859 L2299.9934,975.5722 L2485.1824,975.5722 z"
ff5bcc451f27261f,Zone01.svg,Z01,GFRC,9-8,3rd FLOOR,Vertical,1235.0934499999998,1098.401715,"M1194.9061,1219.9714 L1275.2808,1219.9714 L1275.2808,976.83203 L1194.9061,976.83203 z"
7cc6869171e19bf2,Zone01.svg,Z01,GFRC,8-7,3rd FLOOR,Vertical,1889.67995,1098.401715,"M1929.8672,1219.9714 L1849.4927,1219.9714 L1849.4927,976.83203 L1929.8672,976.83203 z"
ec0d6b5f5db0bb2c,Zone01.svg,Z01,GFRC,9-8,3rd FLOOR,Vertical,1317.4836,1098.401715,"M1276.5404,976.83203 L1358.4268,976.83203 L1358.4268,1219.9714 L1276.5404,1219.9714 z"
c4951ed5917769ad,Zone01.svg,Z01,GFRC,9-8,3rd FLOOR,Vertical,1153.4591500000001,1098.401715,"M1113.2719,976.83203 L1193.6464,976.83203 L1193.6464,1219.9714 L1113.2719,1219.9714 z"
8ef151af2b6c83e7,Zone01.svg,Z01,GFRC,10-9,3rd FLOOR,Vertical,1071.06885,1098.401715,"M1112.012,1219.9714 L1030.1257,1219.9714 L1030.1257,976.83203 L1112.012,976.83203 z"
f5e662718ed86fe8,Zone01.svg,Z01,GFRC,8-7,3rd FLOOR,Vertical,1807.2897,1098.401715,"M1848.2328,976.83203 L1766.3466,976.83203 L1766.3466,1219.9714 L1848.2328,1219.9714 z"
17e8aa8b57d686ca,Zone01.svg,Z01,GFRC,8-7,3rd FLOOR,Vertical,1971.31435,1098.401715,"M2011.5016,976.83203 L1931.1271,976.83203 L1931.1271,1219.9714 L2011.5016,1219.9714 z"
a79dab1daac1e80e,Zone01.svg,Z01,GFRC,8-7,3rd FLOOR,Vertical,2053.70455,1098.401715,"M2012.7614,1219.9714 L2094.6477,1219.9714 L2094.6477,976.83203 L2012.7614,976.83203 z"
705193ab6f6ffaaa,Zone01.svg,Z01,GFRC,9-8,2nd FLOOR,Horizontal,1439.55725,1262.17425,"M1561.7568,1221.2311 L1317.3577,1221.2311 L1317.3577,1303.1174 L1561.7568,1303.1174 z"
df2021e1126cb01a,Zone01.svg,Z01,GFRC,8-7,2nd FLOOR,Horizontal,1685.21615,1262.17425,"M1807.4158,1221.2311 L1563.0165,1221.2311 L1563.0165,1303.1174 L1807.4158,1303.1174 z"
dd63fa45a0be186b,Zone01.svg,Z01,GFRC,7-8,2nd FLOOR,Horizontal,2176.53395,1262.17425,"M2298.7334,1221.2311 L2054.3345,1221.2311 L2054.3345,1303.1174 L2298.7334,1303.1174 z"
64f59c2ee85d376a,Zone01.svg,Z01,GFRC,8-7,2nd FLOOR,Horizontal,1930.87505,1262.17425,"M2053.0747,1221.2311 L1808.6754,1221.2311 L1808.6754,1303.1174 L2053.0747,1303.1174 z"
eb42f52e7985fedb,Zone01.svg,Z01,GFRC,7-8,2nd FLOOR,Horizontal,2392.5879,1262.17425,"M2485.1824,1221.2311 L2299.9934,1221.2311 L2299.9934,1303.1174 L2485.1824,1303.1174 z"
0ac078b04b63afef,Zone01.svg,Z01,GFRC,10-9,2nd FLOOR,Horizontal,948.2394300000001,1262.17425,"M1070.439,1221.2311 L826.03986,1221.2311 L826.03986,1303.1174 L1070.439,1303.1174 z"
b8a8f8da108ed9dd,Zone01.svg,Z01,GFRC,10-9,2nd FLOOR,Horizontal,732.18553,1262.17425,"M639.59106,1221.2311 L824.78,1221.2311 L824.78,1303.1174 L639.59106,1303.1174 z"
522a93d2913634cf,Zone01.svg,Z01,GFRC,9-8,2nd FLOOR,Horizontal,1193.8982999999998,1262.17425,"M1316.0979,1221.2311 L1071.6987,1221.2311 L1071.6987,1303.1174 L1316.0979,1303.1174 z"
748df26f606c75d1,Zone01.svg,Z01,GFRC,9-8,2nd FLOOR,Vertical,1235.0934499999998,1425.9468499999998,"M1194.9061,1547.5165 L1275.2808,1547.5165 L1275.2808,1304.3772 L1194.9061,1304.3772 z"
97b8c5875ae4568f,Zone01.svg,Z01,GFRC,8-7,2nd FLOOR,Vertical,1889.67995,1425.9468499999998,"M1929.8672,1547.5165 L1849.4927,1547.5165 L1849.4927,1304.3772 L1929.8672,1304.3772 z"
8f187070a50cab05,Zone01.svg,Z01,GFRC,8-7,2nd FLOOR,Vertical,2053.70455,1425.9468499999998,"M2012.7614,1547.5165 L2094.6477,1547.5165 L2094.6477,1304.3772 L2012.7614,1304.3772 z"
c32b9e723bea240b,Zone01.svg,Z01,GFRC,9-8,2nd FLOOR,Vertical,1317.4836,1425.9468499999998,"M1276.5404,1304.3772 L1358.4268,1304.3772 L1358.4268,1547.5165 L1276.5404,1547.5165 z"
2ef2993ce4de334c,Zone01.svg,Z01,GFRC,9-8,2nd FLOOR,Vertical,1153.4591500000001,1425.9468499999998,"M1113.2719,1304.3772 L1193.6464,1304.3772 L1193.6464,1547.5165 L1113.2719,1547.5165 z"
4d8dd12fbf469a64,Zone01.svg,Z01,GFRC,10-9,2nd FLOOR,Vertical,1071.06885,1425.9468499999998,"M1112.012,1547.5165 L1030.1257,1547.5165 L1030.1257,1304.3772 L1112.012,1304.3772 z"
df54d9f8fdcd70a4,Zone01.svg,Z01,GFRC,8-7,2nd FLOOR,Vertical,1807.2897,1425.9468499999998,"M1848.2328,1304.3772 L1766.3466,1304.3772 L1766.3466,1547.5165 L1848.2328,1547.5165 z"
9e62a75ac804dfc2,Zone01.svg,Z01,GFRC,8-7,2nd FLOOR,Vertical,1971.31435,1425.9468499999998,"M2011.5016,1304.3772 L1931.1271,1304.3772 L1931.1271,1547.5165 L2011.5016,1547.5165 z"
901fda6276dc5504,Zone01.svg,Z01,GFRC,7-8,1nd FLOOR,Horizontal,2392.5879,1589.7195000000002,"M2485.1824,1548.7764 L2299.9934,1548.7764 L2299.9934,1630.6626 L2485.1824,1630.6626 z"
b2950fc33c0faca5,Zone01.svg,Z01,GFRC,10-9,1nd FLOOR,Horizontal,732.18553,1589.7195000000002,"M639.59106,1548.7764 L824.78,1548.7764 L824.78,1630.6626 L639.59106,1630.6626 z"
866c8797860aa2f4,Zone01.svg,Z01,GFRC,10-9,1nd FLOOR,Horizontal,948.2394300000001,1589.7195000000002,"M1070.439,1548.7764 L826.03986,1548.7764 L826.03986,1630.6626 L1070.439,1630.6626 z"
8e2e09cbd24967a9,Zone01.svg,Z01,GFRC,9-8,1nd FLOOR,Horizontal,1193.8982999999998,1589.7195000000002,"M1316.0979,1548.7764 L1071.6987,1548.7764 L1071.6987,1630.6626 L1316.0979,1630.6626 z"
7d0efff03e81b880,Zone01.svg,Z01,GFRC,9-8,1nd FLOOR,Horizontal,1439.55725,1589.7195000000002,"M1561.7568,1548.7764 L1317.3577,1548.7764 L1317.3577,1630.6626 L1561.7568,1630.6626 z"
18320ea5f9f0e7e6,Zone01.svg,Z01,GFRC,8-7,1nd FLOOR,Horizontal,1685.21615,1589.7195000000002,"M1807.4158,1548.7764 L1563.0165,1548.7764 L1563.0165,1630.6626 L1807.4158,1630.6626 z"
0528135ddc866c67,Zone01.svg,Z01,GFRC,7-8,1nd FLOOR,Horizontal,2176.53395,1589.7195000000002,"M2298.7334,1548.7764 L2054.3345,1548.7764 L2054.3345,1630.6626 L2298.7334,1630.6626 z"
183bdd69f6f02754,Zone01.svg,Z01,GFRC,8-7,1nd FLOOR,Horizontal,1930.87505,1589.7195000000002,"M2053.0747,1548.7764 L1808.6754,1548.7764 L1808.6754,1630.6626 L2053.0747,1630.6626 z"
3a1e5c44fe7714fa,Zone01.svg,Z01,GFRC,9-8,1nd FLOOR,Vertical,1317.4836,1753.4920499999998,"M1276.5404,1631.9225 L1358.4268,1631.9225 L1358.4268,1875.0616 L1276.5404,1875.0616 z"
bbae814403973300,Zone01.svg,Z01,GFRC,9-8,1nd FLOOR,Vertical,1235.0934499999998,1753.4920499999998,"M1194.9061,1875.0616 L1275.2808,1875.0616 L1275.2808,1631.9225 L1194.9061,1631.9225 z"
ee5d6d04d234a1f6,Zone01.svg,Z01,GFRC,9-8,1nd FLOOR,Vertical,1153.4591500000001,1753.4920499999998,"M1113.2719,1631.9225 L1193.6464,1631.9225 L1193.6464,1875.0616 L1113.2719,1875.0616 z"
b40fc2c3c1c82395,Zone01.svg,Z01,GFRC,10-9,1nd FLOOR,Vertical,1071.06885,1753.4920499999998,"M1112.012,1875.0616 L1030.1257,1875.0616 L1030.1257,1631.9225 L1112.012,1631.9225 z"
60eda0cb8037f826,Zone01.svg,Z01,GFRC,8-7,1nd FLOOR,Vertical,1807.2897,1753.4920499999998,"M1848.2328,1631.9225 L1766.3466,1631.9225 L1766.3466,1875.0616 L1848.2328,1875.0616 z"
17e7909c9ae3f21d,Zone01.svg,Z01,GFRC,8-7,1nd FLOOR,Vertical,1889.67995,1753.4920499999998,"M1929.8672,1875.0616 L1849.4927,1875.0616 L1849.4927,1631.9225 L1929.8672,1631.9225 z"
f350aa2e5d00a6f6,Zone01.svg,Z01,GFRC,8-7,1nd FLOOR,Vertical,1971.31435,1753.4920499999998,"M2011.5016,1631.9225 L1931.1271,1631.9225 L1931.1271,1875.0616 L2011.5016,1875.0616 z"
f96967d971c43721,Zone01.svg,Z01,GFRC,8-7,1nd FLOOR,Vertical,2053.70455,1753.4920499999998,"M2012.7614,1875.0616 L2094.6477,1875.0616 L2094.6477,1631.9225 L2012.7614,1631.9225 z"
3794251bf3c3e8b4,Zone01.svg,Z01,GFRC,10-9,GROUND FLOOR,Horizontal,948.2394300000001,1917.2647000000002,"M1070.439,1876.3215 L826.03986,1876.3215 L826.03986,1958.2079 L1070.439,1958.2079 z"
859211727a9f2a45,Zone01.svg,Z01,GFRC,9-8,GROUND FLOOR,Horizontal,1193.8982999999998,1917.2647000000002,"M1316.0979,1876.3215 L1071.6987,1876.3215 L1071.6987,1958.2079 L1316.0979,1958.2079 z"
ad4b4479a71817b3,Zone01.svg,Z01,GFRC,9-8,GROUND FLOOR,Horizontal,1439.55725,1917.2647000000002,"M1561.7568,1876.3215 L1317.3577,1876.3215 L1317.3577,1958.2079 L1561.7568,1958.2079 z"
e3dad3ffdb24bd8f,Zone01.svg,Z01,GFRC,8-7,GROUND FLOOR,Horizontal,1685.21615,1917.2647000000002,"M1807.4158,1876.3215 L1563.0165,1876.3215 L1563.0165,1958.2079 L1807.4158,1958.2079 z"
083add0eb5aaff37,Zone01.svg,Z01,GFRC,7-8,GROUND FLOOR,Horizontal,2392.5879,1917.2647000000002,"M2485.1824,1876.3215 L2299.9934,1876.3215 L2299.9934,1958.2079 L2485.1824,1958.2079 z"
4778a586b39e1079,Zone01.svg,Z01,GFRC,7-8,GROUND FLOOR,Horizontal,2176.53395,1917.2647000000002,"M2298.7334,1876.3215 L2054.3345,1876.3215 L2054.3345,1958.2079 L2298.7334,1958.2079 z"
f150c412eedce460,Zone01.svg,Z01,GFRC,8-7,GROUND FLOOR,Horizontal,1930.87505,1917.2647000000002,"M2053.0747,1876.3215 L1808.6754,1876.3215 L1808.6754,1958.2079 L2053.0747,1958.2079 z"
0a4e65bff0870239,Zone01.svg,Z01,GFRC,10-9,GROUND FLOOR,Horizontal,732.18553,1917.2647000000002,"M639.59106,1876.3215 L824.78,1876.3215 L824.78,1958.2079 L639.59106,1958.2079 z"
bc5dc6bed741b8bc,Zone01.svg,Z01,GFRC,9-8,GROUND FLOOR,Vertical,1317.4836,2081.03735,"M1276.5404,1959.4677 L1358.4268,1959.4677 L1358.4268,2202.607 L1276.5404,2202.607 z"
8f5997b322353d2f,Zone01.svg,Z01,GFRC,9-8,GROUND FLOOR,Vertical,1235.0934499999998,2081.03735,"M1194.9061,2202.607 L1275.2808,2202.607 L1275.2808,1959.4677 L1194.9061,1959.4677 z"
e51e22759a2fd4f1,Zone01.svg,Z01,GFRC,9-8,GROUND FLOOR,Vertical,1153.4591500000001,2081.03735,"M1113.2719,1959.4677 L1193.6464,1959.4677 L1193.6464,2202.607 L1113.2719,2202.607 z"
5e0a55e86e719052,Zone01.svg,Z01,GFRC,10-9,GROUND FLOOR,Vertical,1071.06885,2081.03735,"M1112.012,2202.607 L1030.1257,2202.607 L1030.1257,1959.4677 L1112.012,1959.4677 z"
4ec44084b9b1128b,Zone01.svg,Z01,GFRC,8-7,GROUND FLOOR,Vertical,1807.2897,2081.03735,"M1848.2328,1959.4677 L1766.3466,1959.4677 L1766.3466,2202.607 L1848.2328,2202.607 z"
