1,M-E-1,4,4
2,M-W-1,4,4
3,M-S-1,2,2
4,M-N-1,2,2
5,M-W-3,1,1
6,M-S-2,1,1
7,M-S-3,1,1
8,M-E-2,1,1
9,M-E-3,1,1
10,M-W-2,1,1
11,CORNER,1,1
