element_id,element_type,zone_name,svg_file_name,axis_span,floor_level,contractor,block,plan_file,x_coord,y_coord,panel_orientation,width_cm,height_cm,area_sqm,created_at
Z01-GC-1-A-شآ,GFRC,Z01,Zone01.svg,9-8,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,1240.71,1642.64,Vertical,127.6,386.0,4.93,2025-07-05 16:48:40
Z01-GC-10-A-شآ,GFRC,Z01,Zone01.svg,7-6,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,1447.5,Horizontal,62.0,5.89,0.04,2025-07-05 16:48:40
Z01-GC-100-A-شآ,GFRC,Z01,Z01.svg,1276-1300,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,2018.06,1019.99,Vertical,127.6,386.0,4.93,2025-07-09 10:45:12
Z01-GC-101-A-شآ,GFRC,Z01,Z01.svg,865-2940,2nd FLOOR,شرکت آتیه نما,A,Zone01.svg,840.298,1175.66,Horizontal,294.0,130.0,3.82,2025-07-09 10:45:12
Z01-GC-102-A-شآ,GFRC,Z01,Z01.svg,1300-615,2nd FLOOR,شرکت آتیه نما,A,Zone01.svg,1045.65,1175.66,Horizontal,388.0,130.0,5.04,2025-07-09 10:45:12
Z01-GC-103-A-شآ,GFRC,Z01,Z01.svg,1300-1300,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,2213.12,1486.98,Horizontal,388.0,130.0,5.04,2025-07-09 10:45:12
Z01-GC-104-A-شآ,GFRC,Z01,Z01.svg,3880-1276,2nd FLOOR,شرکت آتیه نما,A,Zone01.svg,1279.15,1175.66,Horizontal,388.0,130.0,5.04,2025-07-09 10:45:12
Z01-GC-105-A-شآ,GFRC,Z01,Z01.svg,3880-603,2nd FLOOR,شرکت آتیه نما,A,Zone01.svg,1746.13,1175.66,Horizontal,388.0,130.0,5.04,2025-07-09 10:45:12
Z01-GC-106-A-شآ,GFRC,Z01,Z01.svg,2940-865,2nd FLOOR,شرکت آتیه نما,A,Zone01.svg,2418.48,1175.66,Horizontal,294.0,130.0,3.82,2025-07-09 10:45:12
Z01-GC-107-A-شآ,GFRC,Z01,Z01.svg,3880-1276,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,1279.15,1486.98,Horizontal,388.0,130.0,5.04,2025-07-09 10:45:12
Z01-GC-108-A-شآ,GFRC,Z01,Z01.svg,1300-1300,2nd FLOOR,شرکت آتیه نما,A,Zone01.svg,2213.12,1175.66,Horizontal,388.0,130.0,5.04,2025-07-09 10:45:12
Z01-GC-109-A-شآ,GFRC,Z01,Z01.svg,620-620,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,716.365,513.528,Horizontal,62.0,5.89,0.04,2025-07-09 10:45:12
Z01-GC-11-A-شآ,GFRC,Z01,Zone01.svg,8-7,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,2522.05,1486.98,Vertical,2.0,130.0,0.03,2025-07-05 16:48:40
Z01-GC-110-A-شآ,GFRC,Z01,Z01.svg,679-1300,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,736.722,553.005,Vertical,2.0,130.0,0.03,2025-07-09 10:45:12
Z01-GC-111-A-شآ,GFRC,Z01,Z01.svg,1300-615,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,1045.65,553.005,Horizontal,388.0,130.0,5.04,2025-07-09 10:45:12
Z01-GC-112-A-شآ,GFRC,Z01,Z01.svg,620-620,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,716.366,591.322,Horizontal,62.0,2.0,0.01,2025-07-09 10:45:12
Z01-GC-113-A-شآ,GFRC,Z01,Z01.svg,620-620,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,513.528,Horizontal,62.0,5.89,0.04,2025-07-09 10:45:12
Z01-GC-114-A-شآ,GFRC,Z01,Z01.svg,865-2940,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,840.298,1798.31,Horizontal,294.0,130.0,3.82,2025-07-09 10:45:12
Z01-GC-115-A-شآ,GFRC,Z01,Z01.svg,1300-8,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,2522.05,553.005,Vertical,2.0,130.0,0.03,2025-07-09 10:45:12
Z01-GC-116-A-شآ,GFRC,Z01,Z01.svg,1300-615,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,1045.65,1798.31,Horizontal,388.0,130.0,5.04,2025-07-09 10:45:12
Z01-GC-117-A-شآ,GFRC,Z01,Z01.svg,865-2940,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,840.298,553.005,Horizontal,294.0,130.0,3.82,2025-07-09 10:45:12
Z01-GC-118-A-شآ,GFRC,Z01,Z01.svg,3880-1276,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,1279.15,1798.31,Horizontal,388.0,130.0,5.04,2025-07-09 10:45:12
Z01-GC-119-A-شآ,GFRC,Z01,Z01.svg,3880-1300,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,1512.64,1798.31,Horizontal,388.0,130.0,5.04,2025-07-09 10:45:12
Z01-GC-12-A-شآ,GFRC,Z01,Zone01.svg,10-9,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,1525.3,Horizontal,62.0,2.0,0.01,2025-07-05 16:48:40
Z01-GC-120-A-شآ,GFRC,Z01,Z01.svg,3880-1300,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,1512.64,553.005,Horizontal,388.0,130.0,5.04,2025-07-09 10:45:12
Z01-GC-121-A-شآ,GFRC,Z01,Z01.svg,3880-603,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,1746.13,553.005,Horizontal,388.0,130.0,5.04,2025-07-09 10:45:12
Z01-GC-122-A-شآ,GFRC,Z01,Z01.svg,3880-603,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,1746.13,1798.31,Horizontal,388.0,130.0,5.04,2025-07-09 10:45:12
Z01-GC-123-A-شآ,GFRC,Z01,Z01.svg,2940-865,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,2418.48,1798.31,Horizontal,294.0,130.0,3.82,2025-07-09 10:45:12
Z01-GC-124-A-شآ,GFRC,Z01,Z01.svg,3880-1276,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,1979.63,553.005,Horizontal,388.0,130.0,5.04,2025-07-09 10:45:12
Z01-GC-125-A-شآ,GFRC,Z01,Z01.svg,1300-1300,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,2213.12,1798.31,Horizontal,388.0,130.0,5.04,2025-07-09 10:45:12
Z01-GC-126-A-شآ,GFRC,Z01,Z01.svg,620-620,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,902.647,Horizontal,62.0,2.0,0.01,2025-07-09 10:45:12
Z01-GC-127-A-شآ,GFRC,Z01,Z01.svg,3880-1276,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,1979.63,1798.31,Horizontal,388.0,130.0,5.04,2025-07-09 10:45:12
Z01-GC-128-A-شآ,GFRC,Z01,Z01.svg,1276-1300,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,1396.61,1642.64,Vertical,130.0,386.0,5.02,2025-07-09 10:45:12
Z01-GC-129-A-شآ,GFRC,Z01,Z01.svg,620-620,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,824.853,Horizontal,62.0,5.89,0.04,2025-07-09 10:45:12
Z01-GC-13-A-شآ,GFRC,Z01,Zone01.svg,9-8,2nd FLOOR,شرکت آتیه نما,A,Zone01.svg,1162.4,1331.32,Vertical,130.0,386.0,5.02,2025-07-05 16:48:40
Z01-GC-130-A-شآ,GFRC,Z01,Z01.svg,620-620,2nd FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,1213.97,Horizontal,62.0,2.0,0.01,2025-07-09 10:45:12
Z01-GC-131-A-شآ,GFRC,Z01,Z01.svg,1300-8,2nd FLOOR,شرکت آتیه نما,A,Zone01.svg,2522.05,1175.66,Vertical,2.0,130.0,0.03,2025-07-09 10:45:12
Z01-GC-132-A-شآ,GFRC,Z01,Z01.svg,620-620,2nd FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,1136.18,Horizontal,62.0,5.89,0.04,2025-07-09 10:45:12
Z01-GC-133-A-شآ,GFRC,Z01,Z01.svg,620-620,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,1525.3,Horizontal,62.0,2.0,0.01,2025-07-09 10:45:12
Z01-GC-134-A-شآ,GFRC,Z01,Z01.svg,1300-8,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,2522.05,1486.98,Vertical,2.0,130.0,0.03,2025-07-09 10:45:12
Z01-GC-135-A-شآ,GFRC,Z01,Z01.svg,620-620,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,1447.5,Horizontal,62.0,5.89,0.04,2025-07-09 10:45:12
Z01-GC-136-A-شآ,GFRC,Z01,Z01.svg,620-620,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,591.322,Horizontal,62.0,2.0,0.01,2025-07-09 10:45:12
Z01-GC-137-A-شآ,GFRC,Z01,Z01.svg,1300-8,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,2522.05,553.005,Vertical,2.0,130.0,0.03,2025-07-09 10:45:12
Z01-GC-138-A-شآ,GFRC,Z01,Z01.svg,620-620,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,513.528,Horizontal,62.0,5.89,0.04,2025-07-09 10:45:12
Z01-GC-139-A-شآ,GFRC,Z01,Z01.svg,620-620,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,279.996,Horizontal,62.0,2.0,0.01,2025-07-09 10:45:12
Z01-GC-14-A-شآ,GFRC,Z01,Zone01.svg,9-8,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,1045.65,864.33,Horizontal,388.0,130.0,5.04,2025-07-05 16:48:40
Z01-GC-140-A-شآ,GFRC,Z01,Z01.svg,1300-8,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,2522.05,241.68,Vertical,2.0,130.0,0.03,2025-07-09 10:45:12
Z01-GC-141-A-شآ,GFRC,Z01,Z01.svg,620-620,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,202.203,Horizontal,62.0,5.89,0.04,2025-07-09 10:45:12
Z01-GC-142-A-شآ,GFRC,Z01,Z01.svg,620-620,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,902.647,Horizontal,62.0,2.0,0.01,2025-07-09 10:45:12
Z01-GC-143-A-شآ,GFRC,Z01,Z01.svg,1300-8,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,2522.05,864.33,Vertical,2.0,130.0,0.03,2025-07-09 10:45:12
Z01-GC-144-A-شآ,GFRC,Z01,Z01.svg,620-620,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,824.853,Horizontal,62.0,5.89,0.04,2025-07-09 10:45:12
Z01-GC-145-A-شآ,GFRC,Z01,Z01.svg,620-620,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,1836.62,Horizontal,62.0,2.0,0.01,2025-07-09 10:45:12
Z01-GC-146-A-شآ,GFRC,Z01,Z01.svg,1300-8,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,2522.05,1798.31,Vertical,2.0,130.0,0.03,2025-07-09 10:45:12
Z01-GC-147-A-شآ,GFRC,Z01,Z01.svg,620-620,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,1758.83,Horizontal,62.0,5.89,0.04,2025-07-09 10:45:12
Z01-GC-15-A-شآ,GFRC,Z01,Zone01.svg,8-7,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,1279.15,864.33,Horizontal,388.0,130.0,5.04,2025-07-05 16:48:40
Z01-GC-16-A-شآ,GFRC,Z01,Zone01.svg,7-6,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,1512.64,864.33,Horizontal,388.0,130.0,5.04,2025-07-05 16:48:40
Z01-GC-17-A-شآ,GFRC,Z01,Zone01.svg,7-6,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,736.722,864.33,Vertical,2.0,130.0,0.03,2025-07-05 16:48:40
Z01-GC-18-A-شآ,GFRC,Z01,Zone01.svg,8-7,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,2418.48,553.005,Horizontal,294.0,130.0,3.82,2025-07-05 16:48:40
Z01-GC-19-A-شآ,GFRC,Z01,Zone01.svg,9-8,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,1279.15,553.005,Horizontal,388.0,130.0,5.04,2025-07-05 16:48:40
Z01-GC-2-A-شآ,GFRC,Z01,Zone01.svg,8-7,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,2213.12,553.005,Horizontal,388.0,130.0,5.04,2025-07-05 16:48:40
Z01-GC-20-A-شآ,GFRC,Z01,Zone01.svg,9-8,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,1162.4,708.667,Vertical,130.0,386.0,5.02,2025-07-05 16:48:40
Z01-GC-21-A-شآ,GFRC,Z01,Zone01.svg,9-8,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,1396.61,708.667,Vertical,130.0,386.0,5.02,2025-07-05 16:48:40
Z01-GC-22-A-شآ,GFRC,Z01,Zone01.svg,10-9,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,1240.71,708.667,Vertical,127.6,386.0,4.93,2025-07-05 16:48:40
Z01-GC-23-A-شآ,GFRC,Z01,Zone01.svg,8-7,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,1862.16,708.667,Vertical,130.0,386.0,5.02,2025-07-05 16:48:40
Z01-GC-24-A-شآ,GFRC,Z01,Zone01.svg,8-7,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,2018.06,708.667,Vertical,127.6,386.0,4.93,2025-07-05 16:48:40
Z01-GC-25-A-شآ,GFRC,Z01,Zone01.svg,8-7,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,2096.38,708.667,Vertical,130.0,386.0,5.02,2025-07-05 16:48:40
Z01-GC-26-A-شآ,GFRC,Z01,Zone01.svg,8-7,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,1746.13,864.33,Horizontal,388.0,130.0,5.04,2025-07-05 16:48:40
Z01-GC-27-A-شآ,GFRC,Z01,Zone01.svg,8-7,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,2418.48,864.33,Horizontal,294.0,130.0,3.82,2025-07-05 16:48:40
Z01-GC-28-A-شآ,GFRC,Z01,Zone01.svg,7-6,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,716.366,902.647,Horizontal,62.0,2.0,0.01,2025-07-05 16:48:40
Z01-GC-29-A-شآ,GFRC,Z01,Zone01.svg,10-9,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,2522.05,864.33,Vertical,2.0,130.0,0.03,2025-07-05 16:48:40
Z01-GC-3-A-شآ,GFRC,Z01,Zone01.svg,7-6,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,1162.4,1642.64,Vertical,130.0,386.0,5.02,2025-07-05 16:48:40
Z01-GC-30-A-شآ,GFRC,Z01,Zone01.svg,10-9,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,591.322,Horizontal,62.0,2.0,0.01,2025-07-05 16:48:40
Z01-GC-31-A-شآ,GFRC,Z01,Zone01.svg,10-9,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,2213.12,864.33,Horizontal,388.0,130.0,5.04,2025-07-05 16:48:40
Z01-GC-32-A-شآ,GFRC,Z01,Zone01.svg,9-8,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,1979.63,864.33,Horizontal,388.0,130.0,5.04,2025-07-05 16:48:40
Z01-GC-33-A-شآ,GFRC,Z01,Zone01.svg,10-9,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,716.365,202.203,Horizontal,62.0,5.89,0.04,2025-07-05 16:48:40
Z01-GC-34-A-شآ,GFRC,Z01,Zone01.svg,9-8,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,736.722,241.68,Vertical,2.0,130.0,0.03,2025-07-05 16:48:40
Z01-GC-35-A-شآ,GFRC,Z01,Zone01.svg,9-8,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,716.366,279.996,Horizontal,62.0,2.0,0.01,2025-07-05 16:48:40
Z01-GC-36-A-شآ,GFRC,Z01,Zone01.svg,9-8,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,202.203,Horizontal,62.0,5.89,0.04,2025-07-05 16:48:40
Z01-GC-37-A-شآ,GFRC,Z01,Zone01.svg,8-7,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,2522.05,241.68,Vertical,2.0,130.0,0.03,2025-07-05 16:48:40
Z01-GC-38-A-شآ,GFRC,Z01,Zone01.svg,9-8,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,279.996,Horizontal,62.0,2.0,0.01,2025-07-05 16:48:40
Z01-GC-39-A-شآ,GFRC,Z01,Zone01.svg,8-7,4th FLOOR,شرکت آتیه نما,A,Zone01.svg,1318.3,708.667,Vertical,127.6,386.0,4.93,2025-07-05 16:48:40
Z01-GC-4-A-شآ,GFRC,Z01,Zone01.svg,8-7,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,1940.47,1642.64,Vertical,127.6,386.0,4.93,2025-07-05 16:48:40
Z01-GC-40-A-شآ,GFRC,Z01,Zone01.svg,8-7,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,840.298,241.68,Horizontal,294.0,130.0,3.82,2025-07-05 16:48:40
Z01-GC-41-A-شآ,GFRC,Z01,Zone01.svg,9-8,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,1045.65,241.68,Horizontal,388.0,130.0,5.04,2025-07-05 16:48:40
Z01-GC-42-A-شآ,GFRC,Z01,Zone01.svg,8-7,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,1279.15,241.68,Horizontal,388.0,130.0,5.04,2025-07-05 16:48:40
Z01-GC-43-A-شآ,GFRC,Z01,Zone01.svg,8-7,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,716.365,824.853,Horizontal,62.0,5.89,0.04,2025-07-05 16:48:40
Z01-GC-44-A-شآ,GFRC,Z01,Zone01.svg,7-6,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,1512.64,241.68,Horizontal,388.0,130.0,5.04,2025-07-05 16:48:40
Z01-GC-45-A-شآ,GFRC,Z01,Zone01.svg,8-7,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,1746.13,241.68,Horizontal,388.0,130.0,5.04,2025-07-05 16:48:40
Z01-GC-46-A-شآ,GFRC,Z01,Zone01.svg,8-7,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,2418.48,241.68,Horizontal,294.0,130.0,3.82,2025-07-05 16:48:40
Z01-GC-47-A-شآ,GFRC,Z01,Zone01.svg,10-9,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,840.298,864.33,Horizontal,294.0,130.0,3.82,2025-07-05 16:48:40
Z01-GC-48-A-شآ,GFRC,Z01,Zone01.svg,10-9,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,2213.12,241.68,Horizontal,388.0,130.0,5.04,2025-07-05 16:48:40
Z01-GC-49-A-شآ,GFRC,Z01,Zone01.svg,9-8,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,1979.63,241.68,Horizontal,388.0,130.0,5.04,2025-07-05 16:48:40
Z01-GC-5-A-شآ,GFRC,Z01,Zone01.svg,10-9,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,2018.06,1642.64,Vertical,127.6,386.0,4.93,2025-07-05 16:48:40
Z01-GC-50-A-شآ,GFRC,Z01,Zone01.svg,9-8,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,1396.61,1953.97,Vertical,130.0,386.0,5.02,2025-07-05 16:48:40
Z01-GC-51-A-شآ,GFRC,Z01,Zone01.svg,8-7,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,1318.3,1953.97,Vertical,127.6,386.0,4.93,2025-07-05 16:48:40
Z01-GC-52-A-شآ,GFRC,Z01,Zone01.svg,9-8,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,1240.71,1953.97,Vertical,127.6,386.0,4.93,2025-07-05 16:48:40
Z01-GC-53-A-شآ,GFRC,Z01,Zone01.svg,7-6,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,1162.4,1953.97,Vertical,130.0,386.0,5.02,2025-07-05 16:48:40
Z01-GC-54-A-شآ,GFRC,Z01,Zone01.svg,7-6,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,1862.16,1953.97,Vertical,130.0,386.0,5.02,2025-07-05 16:48:40
Z01-GC-55-A-شآ,GFRC,Z01,Zone01.svg,8-7,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,1758.83,Horizontal,62.0,5.89,0.04,2025-07-05 16:48:40
Z01-GC-56-A-شآ,GFRC,Z01,Zone01.svg,9-8,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,1940.47,1953.97,Vertical,127.6,386.0,4.93,2025-07-05 16:48:40
Z01-GC-57-A-شآ,GFRC,Z01,Zone01.svg,9-8,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,2018.06,1953.97,Vertical,127.6,386.0,4.93,2025-07-05 16:48:40
Z01-GC-58-A-شآ,GFRC,Z01,Zone01.svg,9-8,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,2096.38,1953.97,Vertical,130.0,386.0,5.02,2025-07-05 16:48:40
Z01-GC-59-A-شآ,GFRC,Z01,Zone01.svg,10-9,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,1862.16,1642.64,Vertical,130.0,386.0,5.02,2025-07-05 16:48:40
Z01-GC-6-A-شآ,GFRC,Z01,Zone01.svg,10-9,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,2096.38,1642.64,Vertical,130.0,386.0,5.02,2025-07-05 16:48:40
Z01-GC-60-A-شآ,GFRC,Z01,Zone01.svg,8-7,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,1396.61,397.342,Vertical,130.0,386.0,5.02,2025-07-05 16:48:40
Z01-GC-61-A-شآ,GFRC,Z01,Zone01.svg,8-7,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,1318.3,397.342,Vertical,127.6,386.0,4.93,2025-07-05 16:48:40
Z01-GC-62-A-شآ,GFRC,Z01,Zone01.svg,8-7,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,1240.71,397.342,Vertical,127.6,386.0,4.93,2025-07-05 16:48:40
Z01-GC-63-A-شآ,GFRC,Z01,Zone01.svg,8-7,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,1318.3,1642.64,Vertical,127.6,386.0,4.93,2025-07-05 16:48:40
Z01-GC-64-A-شآ,GFRC,Z01,Zone01.svg,9-8,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,1162.4,397.342,Vertical,130.0,386.0,5.02,2025-07-05 16:48:40
Z01-GC-65-A-شآ,GFRC,Z01,Zone01.svg,9-8,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,1862.16,397.342,Vertical,130.0,386.0,5.02,2025-07-05 16:48:40
Z01-GC-66-A-شآ,GFRC,Z01,Zone01.svg,9-8,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,1940.47,397.342,Vertical,127.6,386.0,4.93,2025-07-05 16:48:40
Z01-GC-67-A-شآ,GFRC,Z01,Zone01.svg,10-9,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,2018.06,397.342,Vertical,127.6,386.0,4.93,2025-07-05 16:48:40
Z01-GC-68-A-شآ,GFRC,Z01,Zone01.svg,8-7,5th FLOOR,شرکت آتیه نما,A,Zone01.svg,2096.38,397.342,Vertical,130.0,386.0,5.02,2025-07-05 16:48:40
Z01-GC-69-A-شآ,GFRC,Z01,Zone01.svg,8-7,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,1979.63,1486.98,Horizontal,388.0,130.0,5.04,2025-07-05 16:48:40
Z01-GC-7-A-شآ,GFRC,Z01,Zone01.svg,9-8,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,2522.05,1798.31,Vertical,2.0,130.0,0.03,2025-07-05 16:48:40
Z01-GC-70-A-شآ,GFRC,Z01,Zone01.svg,8-7,2nd FLOOR,شرکت آتیه نما,A,Zone01.svg,1979.63,1175.66,Horizontal,388.0,130.0,5.04,2025-07-05 16:48:40
Z01-GC-71-A-شآ,GFRC,Z01,Zone01.svg,8-7,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,716.365,1447.5,Horizontal,62.0,5.89,0.04,2025-07-05 16:48:40
Z01-GC-72-A-شآ,GFRC,Z01,Zone01.svg,10-9,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,736.722,1486.98,Vertical,2.0,130.0,0.03,2025-07-05 16:48:40
Z01-GC-73-A-شآ,GFRC,Z01,Zone01.svg,7-6,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,716.366,1525.3,Horizontal,62.0,2.0,0.01,2025-07-05 16:48:40
Z01-GC-74-A-شآ,GFRC,Z01,Zone01.svg,8-7,2nd FLOOR,شرکت آتیه نما,A,Zone01.svg,716.365,1136.18,Horizontal,62.0,5.89,0.04,2025-07-05 16:48:40
Z01-GC-75-A-شآ,GFRC,Z01,Zone01.svg,8-7,2nd FLOOR,شرکت آتیه نما,A,Zone01.svg,736.722,1175.66,Vertical,2.0,130.0,0.03,2025-07-05 16:48:40
Z01-GC-76-A-شآ,GFRC,Z01,Zone01.svg,10-9,2nd FLOOR,شرکت آتیه نما,A,Zone01.svg,716.366,1213.97,Horizontal,62.0,2.0,0.01,2025-07-05 16:48:40
Z01-GC-77-A-شآ,GFRC,Z01,Zone01.svg,10-9,2nd FLOOR,شرکت آتیه نما,A,Zone01.svg,1512.64,1175.66,Horizontal,388.0,130.0,5.04,2025-07-05 16:48:40
Z01-GC-78-A-شآ,GFRC,Z01,Zone01.svg,9-8,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,716.365,1758.83,Horizontal,62.0,5.89,0.04,2025-07-05 16:48:40
Z01-GC-79-A-شآ,GFRC,Z01,Zone01.svg,9-8,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,736.722,1798.31,Vertical,2.0,130.0,0.03,2025-07-05 16:48:40
Z01-GC-8-A-شآ,GFRC,Z01,Zone01.svg,9-8,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,2542.41,1836.62,Horizontal,62.0,2.0,0.01,2025-07-05 16:48:40
Z01-GC-80-A-شآ,GFRC,Z01,Zone01.svg,8-7,GROUND FLOOR,شرکت آتیه نما,A,Zone01.svg,716.366,1836.62,Horizontal,62.0,2.0,0.01,2025-07-05 16:48:40
Z01-GC-81-A-شآ,GFRC,Z01,Zone01.svg,7-6,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,1162.4,1019.99,Vertical,130.0,386.0,5.02,2025-07-05 16:48:40
Z01-GC-82-A-شآ,GFRC,Z01,Zone01.svg,8-7,3rd FLOOR,شرکت آتیه نما,A,Zone01.svg,2096.38,1019.99,Vertical,130.0,386.0,5.02,2025-07-05 16:48:40
Z01-GC-83-A-شآ,GFRC,Z01,Zone01.svg,9-8,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,840.298,1486.98,Horizontal,294.0,130.0,3.82,2025-07-05 16:48:40
Z01-GC-84-A-شآ,GFRC,Z01,Zone01.svg,9-8,1nd FLOOR,شرکت آتیه نما,A,Zone01.svg,1045.65,1486.98,Horizontal,388.0,130.0,5.04,2025-07-05 16:48:40
